# Constructed from biom file
#OTU ID	Extreme
20a3615dc8b011bb606038529b5d7b54a82c7c67	8.0
17432a04501c7bb0bc359c92cb411c0ec34d0194	2.0
45929be20cdf43a1467fed2adad3bbba7bad100a	3.0
5368e5599703a6acb32ff94a95cd8187538cdac7	4.0
b35c71f2365071a049da6a60e513c7da3eaf2592	2.0
675b38eabec16da9b6d3b2152cdc0cb110151004	2.0
2f3eec4c81f7467efb3f4bc86c8c92fa8ca68ec4	2.0
c6b39c474d7a6ac7d98a1999d722d342f3524f7a	2.0
4ddb13e319742c0587ad6d513fb727ef036fc01f	3.0
5162c2b403ab40d2bc6755fcf879e213ef2042d1	8.0
b4931753c79a18a741c1bc0d80c142ee22837bd4	2.0
2e42b237363fd825e5e92e336974482108757386	2.0
bc3bacb708b9e730d50e36229003e426eef266d1	2.0
2b45ca63a69809082647a11bd8be7b8107d47d3d	8.0
2c2070ed7047badae246d30aa956d7a221c837a9	3.0
1a562d177ff77dd09c5cd3fc13195b4b24c864ab	6.0
93c13ad0f6fbc17300759c3c4cee6439bad22e01	13.0
59fc512efb792a018182b90d64f889fb7137c9e5	4.0
8d895260b98af04df8657afd033d0acc95675da5	2.0
9cd9a13400c7466f382125f34b2c3a826eb648df	2.0
0222d29f900c8ba5cf896950a28e0d188c611134	3.0
4e4b047cdeac548d9cdcc606c735ad18d4b5cbfe	2.0
290a68f2602c98069c5a8ba15472a045785e5a7a	5.0
464ae72e6aa4ecfc7645b393def349f08547dd1c	3.0
206cd3c58734bdf5c092d2c4ff2e9fbe8e9fce38	3.0
6689813b6bd5100053359f0def84f31bffbce9e9	2.0
663b7bdf8762ba0d494484a7edb80204599cbe63	3.0
544265832c5dac03fde1cb49d6f980cbb8c67ef0	5.0
cea4dcd80c9a45ec062c80ac8296cbfb96d8f0e9	4.0
b6af7d5aebae3d9df09eb3be46626ac185e5cc05	7.0
63cb86b657c43f6369644aa1129b3aad423004e3	2.0
ccc002a767aba725272a3c33ee3906896c78e5b2	2.0
ad108449f246621216fb8fcf287bbcf5391cd1af	2.0
4509994f937d1f3cf0a7fb45dd44f8b3b76b79b4	13.0
d0d92303a7de510a6757930f6cadf88fa8c1d5aa	2.0
2cee1713e99cd9b94f6d4f07beabefbf9a50be5c	4.0
3b564a4d6a9a6580f2b07452f602975e83f6830a	2.0
e55c95a168ec05df2fb3a2670daab299778d8135	2.0
8789511f4d86151735f8d4b667be01c8d1ed7331	2.0
4baadeaee84ac58deb7e3d7242d9c7abea4afb07	2.0
6b14b4d75b17fa2f28ba3a0ac521b9fb0275aa2b	3.0
863761e282107f67ea868255ed7e481df160d3b1	2.0
9c02f44e91acad75339411b0009638f0aa87982f	3.0
59c0e4bc3343d54e6ba11e5b7220be728e51b5cb	2.0
4d006ff2245d0dbc159a7f7cf4650ba81a40e714	5.0
79d900320acb8ac4ecc9df898fcd6739da1ac6d6	15.0
1c5070c066f75b9fd79d0be173c7377d0d0de1ee	3.0
2f4a61b3eb7825102dce1436e7c7f170bb60392c	2.0
a616d8271ed9cee589493094a99da12561741857	3.0
15e6f4e6e0d5f7a2e55f490a8747502822173ede	4.0
1f9b02cb325418867f806de04991d549309d1ce4	2.0
4bb159d91e1d8fa303d018a3a653bd8d9fd309a5	12.0
0daea562c6d8af5e3111b83d7441f256ddda24c1	6.0
b6c0e2f73ba3dbcd45bfc2f65e9463721d28e785	2.0
bc0671d89e099f599d990ffce483a88ed083b6d2	2.0
385c33cb42e905714ddb1d85271cc27eeaa6ef09	2.0
36ad14f3b97d4c34ef6f09d2f1015db0d35cdc4f	3.0
0fb2355f0f878d9c3b847ccb54d70d950ef85457	19.0
6f7d19bae8ed7e8b28c8bada16cf9317bbfae5b9	11.0
c3ec6ce52282f2be11103ee61bb016697ff2b00e	3.0
a17f7d5d5819da24e8895d34eb992956cc394947	3.0
4e99ed566b75f6c15d0c47fcad0f400b50e55f45	2.0
80c6c5a32ec6acd7bdff212f45c5bc6486ceedfb	4.0
4b9b47aa3f3d7c353d1c0157e68d91037806fffc	18.0
0a07c70440d35c8e1c257c4bc45acc1a844459ab	2.0
359908b5d67e990cd824bc81d8aa1fd308463b64	6.0
0ef7c53d64976bd312ece2d777b94314b98ac0bd	3.0
9d8664101728e7d83098232f120948ceb926686c	2.0
38b5f48de3a91e25010e5a80774e8fdf42bd29a2	5.0
918337c9cdec5d8bb2de0af72f2654decc414fc9	2.0
01871b560f1ca908d42f74c4e1540da0a80799d0	2.0
0c4c643df052e48706a76562ccc5e2d7d6ba94c6	11.0
945d6ad75873265135a932cc95fab0dd8fa78393	2.0
1e786a57eea81634f7dc6269aefdbc475e882be6	2.0
605dc5d4ca2d09b97c5f9233b053f3a59da3dd43	4.0
12f780f4ca31910954082360ceec38b611458005	3.0
0a0fb735138d4122fb1efef63390358a079a1382	3.0
cba1d507a294c436964edcb8a368bc12f7df5f15	2.0
4b653198124dbd76d53e40a60782d3f32ec25e71	5.0
39bfa6afae1a1705e577a191b94a026187ea9d01	10.0
c75fde86a22c7b11c4b0f91d131ec0bdd811e1b4	2.0
62abf503a0e6818eef7c3cb1fb0a6f6052581422	2.0
1852b089ec9b6ede49c0943b69671028094bc50e	7.0
a5c39f1d76de2b699d382954a9aa8593066878af	4.0
028e8434137459cb85b6ad28b50ac1cca17715fc	2.0
85433a59f056650c78fb58165e20d6c5427715f3	6.0
5064d8b06f6188de979ab10d31f140aac6738a20	2.0
0cd8925e279c9c5e72add1de607d459c76d85db8	7.0
32f6885168626c9c836378284b9d09516f259d8d	3.0
03f004eeedfff7005a9f431aad59f6f81c8833b9	2.0
3b711c5ae3f59c7791ffebe741eeea1367b9df90	2.0
332bf44ac4be7138256fac4b537676b846c116af	4.0
2f734e6a75433459f0564172a2aad91a531889e2	4.0
930bcb872020adcd93dc0a57569897c3fe0a74db	12.0
3e216a06fed3812d8b89e54aabb55c7d93092605	4.0
ea4f26f5d6a187f554034a5d95a70636139c1a4f	6.0
44eba081c696480e80a92112302e59c8810910c1	14.0
0508ea0c48a06df0cb34e097dd218a35eb275ee5	7.0
811db5cf06842e9dccb3fb8c6ce04ffc30698f48	10.0
daa209caf268d07dd6696e7d5b4d8474c0607293	2.0
c1c8020366c9128ff1c92ea12893467f17cac0d0	2.0
0cbb7b44a8f8686ce7dcaa25abd27008a88b4a4f	4.0
a1b81a849d712adbc791e8475e6787e838f55bd7	3.0
539c0ff4b405ccda5a40fbde2530383d999df9b8	2.0
bd0f1e0093ba87b271f183dd6e79d58a1d9a3e42	2.0
5b0745ef54b730775e363d0740ce5110330e765f	10.0
806b768a7589f3163cf6f963ea8d93eadb882893	3.0
5ea0ef9efb028a0ef26bdd091212792a6004b9de	4.0
954b37bf11eedc9bd86c957f3101a18ffcaceb23	2.0
5b03cbcc6d76cffde6cd2bbd77138f088ea59c06	13.0
1b3e56ef7d1ece611f2c6dcfc309f06a83d27ff1	19.0
d3c9421d1a555bcedfa095c84701075e6631e894	3.0
81ba4cb49387f501085bbbab073f6593876f37f6	2.0
64dec502a640b4f968bb5e24a12c051f12af46ab	2.0
cfc4c1025e88689e79f94d5b4d21a5ac59fe62d2	2.0
429db5ee145ba163a1bc4b5f3f177c1e39ff0b4c	2.0
8e2b0657abac8391a7278c1f5dc54c5913b6cb75	3.0
367d8621440d6588b1f4a69702fee28b14e98daf	5.0
e7cccfe15f5a196e1cc192d86b89c320d4ffe04a	2.0
098c16ae60678e59aac0b63b985beaec2083b3f2	9.0
23108e43b27958536c8b486dfe239dc9996aed18	4.0
5c9b4826f5f009bb9be44a7c8ad178f61762a845	5.0
ae18e1b0945978a2c56e8f3e4310f99100e803f0	694.0
4fd952139aa5daaa2071b34fbaaf6026f4a9d7dd	3.0
2507b215f9da1dbf61d967f737fac243dca77ea8	27.0
6185467315a56c79df07b9edbca229079761961e	10.0
b000b9094dec9bceeb16f85f7b4d498148023f89	2.0
5030db68702eced28bc9163d58cfcacbf3021747	2.0
11e9856f55c092cbb692fd0f6c823920b75f2277	6.0
0950116d31d404e7a93ecb51f91b0a1015c316a1	12.0
1daebfeee3817820c7318fd49ced83d405ba0099	4.0
69c00c432e41d9083787073198beeb9d4da37a33	2.0
46ff2ef24cefea52af618fdc6ebd4750b2cd2eaf	4.0
105df1eb19e4953b3316c4b349af254a9df0c8db	6.0
4fa65d18d12b14e1132dacb64399dbf35d63d558	2.0
b24228366b3c29d7d10febf8a93e6f3904c06453	2.0
4be406c0f66407f7ac3015ad257dadf3ec45976f	2.0
8afdac49b2b5dc920da838f6ecc62db7f26da1e8	4.0
28c4ddad2ed22e7b7853a41875c5589d8bb247f9	11.0
0f6447655d11ff4cff1d9d26502ce53d11dcace9	2.0
3f9ddfc68e7fa8b4c5e3619a5fc4e0af1c5bf4c2	12.0
22146b2be58ed24ff31d146ba91a90ca53591eff	2.0
417c2cb8406a53781f8b286510546dc1600d6588	4.0
41d8e956531c40f7667caf71913255dd6ca141a6	2.0
73e068249384638f9af1a91ef40dcc0819698328	2.0
12de9667c7a1fb8e980fd25f09e2a51e9d79b096	10.0
516f5930fb084e82eb5a0eba2bcb224febaaae76	4.0
2d3cee07a45d4f7ca9be2e8303ecb273dc530167	2.0
28d743f00cf64029d46000027475d0c7c04579db	7.0
09b5c4b093f69fdc02cd81e92a8bbf19e4308f7b	2.0
4f2856f867ee6033d9f66d8f3c27437f26f6b499	2.0
4a283fd058cb85bfa442c0599c6d0fe6d6f619b8	6.0
9d7c9c8baf0bc3a321d9b12290e483b4d99b5a95	3.0
ab5bff8908aa5bfe5482fd12e12670838134dad1	3.0
0aa311286d025b0ac8bb68692cd4bbc0a07869b4	18.0
5fb0f6b93e7ee55da7a9d648128c5c890628b1c4	3.0
30bf67c3651f79651e7597e89350a5ab4ec8cda4	2.0
01372d78d267a83b8c885e1a58d13331efb92cf3	8.0
5544e52f4437a26a07f4295d9341505e5121e3d9	6.0
00308c83dab159acc4ff431488d9559db47b04c1	19.0
22f8d6e1e27f70a84c8d7f88c300f2aa68b86e1a	44.0
d0b75b304187a5a2b620c9fdb62802272e900a95	2.0
0ee4169f624bf0540d646c54f07618618202d361	3.0
1989697c1be45d95e910e3c81a57de99a222f18d	2.0
45495ae4adc39b611eaab44707217f587f68d99f	4.0
2a1eb3ee56211696d83c666fa4fbc940b372fbf0	2.0
908a5fe59999ab074a1da2ce629dd8d02241aaa5	2.0
272859c25d1491852d68b13b4cfbf0407773af0d	3.0
d1d2ce88c6788d04d0be308474b0bc6f8ed024c7	3.0
7fa7002ab10ab4175faa8e0a5720c43721a4abd0	2.0
6bf387894b032600263c63b600d9385a84de8866	3.0
1dc0ae8e79fbaf3f93cf7173c15c0bc128b380d8	2.0
74a33819b06e53bc0e7c7fc08e5d02ca01d86ace	4.0
1636f73b1b47182a6887f986fde9dd72f0cc95b8	9.0
0c3c7c978665e370d0820ad9eb3f5ae2517c7a00	3.0
20af0412482649c2ba28f71338563281038b02e7	6.0
1f1ff95ec206605570e13d16f2c41c43c3ad26f0	4.0
818aba00e0546184d3c76b27d55e109295d7098a	2.0
2b4dede2db4f4dae60905a5f346b4584e6e0cdd1	6.0
3e540bc09070b79560482dfbb3917bc074a778de	2.0
066a7360daab8737033a04eba79d979bccc04c04	2.0
1653f374bcd2a83ca36f86f58e70b085b306b749	2.0
49ea3ba68c426bb9b71c8f4f786f7ff8a69eb389	2.0
89267640e14df420661c64ae619401714c413f0f	2.0
4d0f970a4771d58f0b2b2d5fde054af6e87acd19	2.0
4aa468614163d68033b3446e5d24cee9aa1b6187	11.0
03ae8bcad9fefadb5d7aea2a7ba955b3defefe9a	6.0
2f0ccf0bfce2d1081226e6a2cf6277147851a78a	2.0
16ee37d2bebc8af24a69721f9b9b8134cc54018c	8.0
6171e7314e30d4b895c80a5e7f785bf6af86a4a4	2.0
6afa2fd082a628125047e5051aabdb6fb5149237	2.0
df26ae31b11e0edf51396ebd3f9e46a295592203	2.0
41cef24bb6866de9f876dce471873732292712b9	8.0
1a1f8c047ba600c7a1c0d2b5af9b38cd6ed12f5c	9.0
46d3113e4fdea1cc6246dc6f3cc3f0f9a943a974	2.0
5f36ca9ea615b91f2f8e6081a9160abbf6578d30	3.0
08f14ac9d072df42d6dfda9594765faa0bb4eaf3	2.0
3aaa46862232f95e65675551d3aa2ffee01e125d	2.0
52c8a0c884ca3ed9fd760fa2448e74ddd7020064	2.0
57ea462c7db4d1ec0bc85a9b7cccae675122957b	5.0
cb79232fbfc621f86212b285fce04ed7ae72e226	2.0
2eede4a7061651ab4c7f6143dcfdd92119f83d4b	6.0
34dcab9c93d7ca0d047fa8ff407e9184ff2623c0	4.0
48e77d7c2bc1c805c790933af174e635ba9f781f	29.0
0cff8e10a36d56afebefef47e1cf87ea386363ee	3.0
137131366ecaec584dcdf955938db17ec25c8034	5.0
070ce7fa6b205201c3ae01b7aa8ea9ea0fb6d311	3.0
338e92fd2e51588759d1f456a0295f472824baea	2.0
1dcee7a3d51b9ad6a7d21b70b8861876a04b0f18	3.0
296f6eb529cd3724a6d04564709f430e088381c7	2.0
0fc27d2b63f1b8f113af0142d8b221072ce9f9d2	6.0
a0338e3aebc765291a4727fb488e7efe9edf7f6e	2.0
adc4db5e41a0172c479fd8287d845f45e9d607d2	2.0
3cec85527c83cece9158160154f8c998cd3169bc	14.0
62c7c0a7b8a10b7d0cc9e1d79cfe972d128ff8c3	6.0
a682a6b8b9913e08f2c0711cb1ca279608f9738d	2.0
840ed701b171e05305ec5edebe885b22fcd84750	2.0
a68e80a1fcd373f174f4c1299c8eee5e65e3199c	2.0
ba6815a7a8ffd81d630c040dac47bb8dbac19066	4.0
f1f72dbdfcc8adfc1a4a73aa6ba19c93a63a675a	2.0
aa5833f26bfa6d12c90971de8f40e2a05d2307b3	2.0
879ca6878d5b1d830791b1c4ad9a1fb7ce3a8d2d	2.0
56fccad8fcaffdd15b89ff52cb03a69899f9c43e	6.0
0cb11f86c65993759624763f6dc640c3c2150685	3.0
05cf09f43b08cfae994a8f44afc60c6e7855fe90	4.0
a9d203c7281826a70dcc7b5886d743944a85403d	4.0
307df71fe185670308a76c6c1f5bfb18bda21f32	2.0
7daf9d5a34b03afc4b6cd5c39077c43d01d14642	7.0
84a58fe61cc2a8a8f26b4dec36668c38b66389af	4.0
ed895f2dff67869efbdc4d585e74ac5014ca98e7	2.0
ab5d74e8b69b988147a48aab5425ce56b1700a0c	3.0
d55b81c86d539719b2e896b5f2c2f50fb65581af	2.0
28331ed708c043aa0c546ab8ba411964880c774f	22.0
6c541a3e55d9efeb70b2e1e7ccd87890208cd80f	2.0
605360b9c5a86f5f1fda9f19015d8b552829c9e2	3.0
1ee9c15e5de145425b1deaef9cd81f6cf3f276cd	5.0
03da03db49ee3b0be2ee57245fdde0ce66fdd4f2	6.0
8a2a2f673ecc5a1fc9616fc7e65dd9c1c0efd921	2.0
b8bcbabbfee96033d1b41455f9b4c4230fb367ef	3.0
381de73e7967a597790b546f87379e6a15234cd1	3.0
6644be58b3f945c25ca4e2a1731325c19cc34f9a	2.0
371d75b52655ad357be3bace84624639c40d92f7	12.0
a382ff0180dc8c60705dd518f00e2596e663961a	9.0
08cab6cb80556b14eefbf7f7eb6b6f8995d0726a	2.0
19e391304a9a2d34c02d81020b5879d7c9f69cbf	20.0
2848c6fc3fd073e101926b904a07fbab3e335777	2.0
a9e8af79a89d801908cce8ac4db9c9ca61312227	2.0
21d6de496f8ea5af98d3a5610dc8a75452fb1b37	2.0
b1f4d83aa0d479660742a094589e5b77555c76ca	2.0
783360e5b77743dec7bb3ddc04ad142ff3a5e417	6.0
ab6eaf280741269e3847f06707d77d5a93d5635d	2.0
3035db7e89f1df98f8edcd04bff54eec2107f493	4.0
a8811103d07fbc8ba78fe04d1237d389dafa0d7c	2.0
02959f73d7f7f7872cb6d379107a1d945a3882e0	8.0
c21a00ad621251a99c694207aadb5313f7ef948c	2.0
3921f73bd5e5af19d0249a15c8fc0da30d8affb3	3.0
3c189cab74e8e3f3fc95f8c8503a07a7db5ec86b	12.0
bc734bb83053d4a93d31a4902379b9402c351aac	2.0
060027382ce6632b14f5d728db17191cf1e011c6	9.0
73642b48bdab8401b138fee059a7ace603051d0c	9.0
aad439922e6d05aac0f7020fd7df754f2c7f1992	3.0
b8e8e26ebe8655e5774f88538661b1dc4a55c674	5.0
05c9efa8fdabf188716fbb1c05ff4cc98a469006	4.0
40e079784f613638b4ff23a582f81839df3bf685	4.0
5dddbb75b83f632570bd9eb53879e0210ae859f2	2.0
2336f07ebd4a96cf18a765fc85a5e534ea91dfac	3.0
1a6ce6161ced1de097f047ad0997389e57a269a9	2.0
136231b5dbfc3a325c7aebf3404c71175595dbf2	9.0
a8855f33ae31ee3a5456b394a7dea01bf411f3a5	2.0
4394e938a083abca44fc863b099abe8771d53049	2.0
4565b57eb0faa2f74ae7ca717f706fb88dd4c18b	2.0
92fa6d0bac5b26ea7e1f7ed9ad7c5b5890c7694d	2.0
48fab5b64c9be9024d260cb4610c63c9df2b2fe3	3.0
383465791653abc20a43d29ac6e2fd86225cccf0	2.0
65c496ec304f2b7415c0697cf5bb4fc6c1bdb692	2.0
44bd83432cec46425e7c94d958b61d32d245d334	3.0
6cdb23ce89b2977f817574c65b801f9cc4758703	2.0
832a99c10f3eb2271ce448e34c4b3929ee5a55a0	2.0
453324ade2da42b11d0aacc03ac281c399af53f0	2.0
685e405a8fce36a4ee8e4fc71449a21bdd99fc92	2.0
a2a9f92372f9e247786677ab3d6169ae7100af4f	2.0
c30a22806ed3c4ebe1540f3259b2b9730aa5493b	3.0
9c49da898e84f4b038482c3dc7e5d0a81c40b17b	2.0
c17eccad26a53a10d3743bed3dc46f2257d2b3d0	2.0
240156521a66d1741e9e7f3324af4667b48c702d	12.0
25b2f89821316f99386945cf67a2962cd3a701a9	2.0
8be3a78150599e6dd01011881124c2f1dec0cd90	2.0
e14d2e69186d5f8d19a0be22045e989083700dd2	2.0
7ef4cfab583f4ba15999402dcad2603f7281c90c	3.0
ec5ab0f4bcb8acceef5a324c275781f185e7c510	2.0
e1a0b854e15105bef6c6ad5bbf457a9dffc1f4c5	2.0
66adb68eaeff7f93ee5c561051cf51d0a2a21c01	20.0
1ef2a04fc397388df7e06761ccb47bd40a1202f1	16.0
49948b6801c0adc81749212a6b89d202d5a98a81	2.0
907f76956b71b53a353680db894989a1aa37a434	2.0
5fe0124b0d6443ad21bad23acaef63031fad0950	2.0
04f8e96f0c44aaf921c0f969428fb6592058a4c3	16.0
21559676fafc85da1a6cb894997a91deed0da821	5.0
232e0f2872185db42c7bd47b682c63cddf227404	9.0
138a9ef27e9ccf366a7f7b158db5f450ed65ef5e	2.0
05b415dcddb853cb312c80b6e7c9fd5c5bcf0437	3.0
ca4451dd30f815df80b21cf7b32b8f129b6db72f	2.0
13a879abcba0499a77abd29841345cbfca80bc6e	2.0
0eacd9b8c761b9d12633aba2f093bb830b136471	19.0
dfce12855eb125ecadd5436d490437d0763ed594	2.0
3151ee0bfcf34de993db9fa0dfd223248bccc753	4.0
18b0e2ec8d80ee88d71189e99dea44cff91d4460	2.0
09b7fef7c88d1cb4ac4c7d62a1e185e7172ed792	5.0
099d4a07623b66c30be0c3ecdfffb0769748eed8	8.0
ac3dbb9a96f6b00e1744f7eca8b119d90ed64094	2.0
9a60e24e70bc74ddb299e61a0e46ec3ca036202e	3.0
6b3bc353290687c4563be127ba0a7ff095b5a8cd	2.0
b9942297401f2a47db6d1d658afcf33f1b91c0ee	2.0
5c943e80e6bff01cf8e3ee486d06e98c8556c420	2.0
9ed69b09a81f0ca7117b32f344d7a5771992a387	2.0
b056543c402132a26900140caefb6f796831ac22	2.0
1f86afb7dce92fb7f0f15b56f9e2a27588d2e7bc	6.0
bc8211227c31d64f38e0de55512f40cb3886d50d	2.0
d11285209f9850c1d2e0c700b2463f387e18f3de	2.0
1b231b726d2c23567c95c6feec155e06dc5f732e	2.0
0c2cc1fc219033e3a1c12d8c2fc7e9f734f9180d	9.0
81da9ca29a22880fdd48731d948e50ff6d9f73a2	2.0
27fcc14b7d985dcaae1153306981b765f1193bc4	9.0
9010a229d473ad4b309c53e72690b1a6e213edfe	4.0
8cf2dad128bc2add29fb6d278fe1f61486f366dd	18.0
fb2c76051577f52a8598dd1f47602b8e4f0253cb	2.0
1b1b8f34418ffbba2fc6dd864ac2ef225e4644fa	2.0
3cc8d51cdb53e92c15d7c3a7be72e9915c8b8743	5.0
32ae20d312daae71e0485c1f750d75c549744a7d	3.0
b15342c2b762123606617ccec1fbc3594b49a833	4.0
6a30139dd16fdfa8f8c4ededd36880b818fbb4cf	3.0
04be9ab8685acc90b123d6fbda0cab4ec1cb8ff7	86.0
68f1479fd041f36472bfc02eab529b8f21836b34	3.0
26981a6f5b08f1bc1339fdc294d7dba0ac0f3344	3.0
9fe77e6c4aa808944d62ea10ef7ce3bc80f45ec8	2.0
9fa58690fae0d524f425461fdaf7fdd5f47c369d	4.0
32107941eefde489a661a9efe33721e1ca1f6d4d	4.0
cc370b72d44ffb69d89ee520d9fea219c0358046	2.0
103a5023a0841e7935e9aa0d0555ad6542dde732	3.0
0bf48a17ae7ae21d3e1cd471e2bcb881a53890d0	5.0
1992d7389c48f8e45a65c04d097b095421f883db	2.0
553232a5f329992e1c719154f6219847c007f406	2.0
9347781d518bf318bd842bf985164ff9e27bace5	2.0
0efa0cfbd7ed9c00ad0219fba40916bd2eaf22cd	12.0
7d1c0397f1a7277ec2c0f4cb3ec6f41c8a8c01e7	2.0
43b6c1daaa163ad361904dce72a231cbabe1efff	8.0
d20d1cf6f8bd854b16e9e4424d41d808e1c353ac	2.0
dcd212aa2035fb3e7e4b794550adc8d539cbed19	2.0
87e15553632d87a015db514f1e44e8f9b5232107	4.0
851044fb10a09ed8b087e7c86a45bb71327ad40b	6.0
